,orderid,customerid,employeeid,orderdate,shippeddate,shipvia,freight,productid,unitprice,quantity,discount
1951,11003,THECR,3,1998-04-06,1998-04-08,3,14.91,1,18,4,0
1952,11003,THECR,3,1998-04-06,1998-04-08,3,14.91,40,18.4,10,0
1953,11003,THECR,3,1998-04-06,1998-04-08,3,14.91,52,7,10,0
1954,11004,MAISD,3,1998-04-07,1998-04-20,1,44.84,26,31.23,6,0
1955,11004,MAISD,3,1998-04-07,1998-04-20,1,44.84,76,18,6,0
1956,11005,WILMK,2,1998-04-07,1998-04-10,1,0.75,1,18,2,0
1957,11005,WILMK,2,1998-04-07,1998-04-10,1,0.75,59,55,10,0
1958,11006,GREAL,3,1998-04-07,1998-04-15,2,25.19,1,18,8,0
1959,11006,GREAL,3,1998-04-07,1998-04-15,2,25.19,29,123.79,2,0.25
1960,11007,PRINI,8,1998-04-08,1998-04-13,2,202.24,8,40,30,0
1961,11007,PRINI,8,1998-04-08,1998-04-13,2,202.24,29,123.79,10,0
1962,11007,PRINI,8,1998-04-08,1998-04-13,2,202.24,42,14,14,0
1963,11008,ERNSH,7,1998-04-08,,3,79.46,28,45.6,70,0.05
1964,11008,ERNSH,7,1998-04-08,,3,79.46,34,14,90,0.05
1965,11008,ERNSH,7,1998-04-08,,3,79.46,71,21.5,21,0
1966,11009,GODOS,2,1998-04-08,1998-04-10,1,59.11,24,4.5,12,0
1967,11009,GODOS,2,1998-04-08,1998-04-10,1,59.11,36,19,18,0.25
1968,11009,GODOS,2,1998-04-08,1998-04-10,1,59.11,60,34,9,0
1969,11010,REGGC,2,1998-04-09,1998-04-21,2,28.71,7,30,20,0
1970,11010,REGGC,2,1998-04-09,1998-04-21,2,28.71,24,4.5,10,0
1971,11011,ALFKI,3,1998-04-09,1998-04-13,1,1.21,58,13.25,40,0.05
1972,11011,ALFKI,3,1998-04-09,1998-04-13,1,1.21,71,21.5,20,0
1973,11012,FRANK,1,1998-04-09,1998-04-17,3,242.95,19,9.2,50,0.05
1974,11012,FRANK,1,1998-04-09,1998-04-17,3,242.95,60,34,36,0.05
1975,11012,FRANK,1,1998-04-09,1998-04-17,3,242.95,71,21.5,60,0.05
1976,11013,ROMEY,2,1998-04-09,1998-04-10,1,32.99,23,9,10,0
1977,11013,ROMEY,2,1998-04-09,1998-04-10,1,32.99,42,14,4,0
1978,11013,ROMEY,2,1998-04-09,1998-04-10,1,32.99,45,9.5,20,0
1979,11013,ROMEY,2,1998-04-09,1998-04-10,1,32.99,68,12.5,2,0
1980,11014,LINOD,2,1998-04-10,1998-04-15,3,23.6,41,9.65,28,0.1
1981,11015,SANTG,2,1998-04-10,1998-04-20,2,4.62,30,25.89,15,0
1982,11015,SANTG,2,1998-04-10,1998-04-20,2,4.62,77,13,18,0
1983,11016,AROUT,9,1998-04-10,1998-04-13,2,33.8,31,12.5,15,0
1984,11016,AROUT,9,1998-04-10,1998-04-13,2,33.8,36,19,16,0
1985,11017,ERNSH,9,1998-04-13,1998-04-20,2,754.26,3,10,25,0
1986,11017,ERNSH,9,1998-04-13,1998-04-20,2,754.26,59,55,110,0
1987,11017,ERNSH,9,1998-04-13,1998-04-20,2,754.26,70,15,30,0
1988,11018,LONEP,4,1998-04-13,1998-04-16,2,11.65,12,38,20,0
1989,11018,LONEP,4,1998-04-13,1998-04-16,2,11.65,18,62.5,10,0
1990,11018,LONEP,4,1998-04-13,1998-04-16,2,11.65,56,38,5,0
1991,11019,RANCH,6,1998-04-13,,3,3.17,46,12,3,0
1992,11019,RANCH,6,1998-04-13,,3,3.17,49,20,2,0
1993,11020,OTTIK,2,1998-04-14,1998-04-16,2,43.3,10,31,24,0.15
1994,11021,QUICK,3,1998-04-14,1998-04-21,1,297.18,2,19,11,0.25
1995,11021,QUICK,3,1998-04-14,1998-04-21,1,297.18,20,81,15,0
1996,11021,QUICK,3,1998-04-14,1998-04-21,1,297.18,26,31.23,63,0
1997,11021,QUICK,3,1998-04-14,1998-04-21,1,297.18,51,53,44,0.25
1998,11021,QUICK,3,1998-04-14,1998-04-21,1,297.18,72,34.8,35,0
1999,11022,HANAR,9,1998-04-14,1998-05-04,2,6.27,19,9.2,35,0
2000,11022,HANAR,9,1998-04-14,1998-05-04,2,6.27,69,36,30,0
2001,11023,BSBEV,1,1998-04-14,1998-04-24,2,123.83,7,30,4,0
2002,11023,BSBEV,1,1998-04-14,1998-04-24,2,123.83,43,46,30,0
2003,11024,EASTC,4,1998-04-15,1998-04-20,1,74.36,26,31.23,12,0
2004,11024,EASTC,4,1998-04-15,1998-04-20,1,74.36,33,2.5,30,0
2005,11024,EASTC,4,1998-04-15,1998-04-20,1,74.36,65,21.05,21,0
2006,11024,EASTC,4,1998-04-15,1998-04-20,1,74.36,71,21.5,50,0
2007,11025,WARTH,6,1998-04-15,1998-04-24,3,29.17,1,18,10,0.1
2008,11025,WARTH,6,1998-04-15,1998-04-24,3,29.17,13,6,20,0.1
2009,11026,FRANS,4,1998-04-15,1998-04-28,1,47.09,18,62.5,8,0
2010,11026,FRANS,4,1998-04-15,1998-04-28,1,47.09,51,53,10,0
2011,11027,BOTTM,1,1998-04-16,1998-04-20,1,52.52,24,4.5,30,0.25
2012,11027,BOTTM,1,1998-04-16,1998-04-20,1,52.52,62,49.3,21,0.25
2013,11028,KOENE,2,1998-04-16,1998-04-22,1,29.59,55,24,35,0
2014,11028,KOENE,2,1998-04-16,1998-04-22,1,29.59,59,55,24,0
2015,11029,CHOPS,4,1998-04-16,1998-04-27,1,47.84,56,38,20,0
2016,11029,CHOPS,4,1998-04-16,1998-04-27,1,47.84,63,43.9,12,0
2017,11030,SAVEA,7,1998-04-17,1998-04-27,2,830.75,2,19,100,0.25
2018,11030,SAVEA,7,1998-04-17,1998-04-27,2,830.75,5,21.35,70,0
2019,11030,SAVEA,7,1998-04-17,1998-04-27,2,830.75,29,123.79,60,0.25
2020,11030,SAVEA,7,1998-04-17,1998-04-27,2,830.75,59,55,100,0.25
2021,11031,SAVEA,6,1998-04-17,1998-04-24,2,227.22,1,18,45,0
2022,11031,SAVEA,6,1998-04-17,1998-04-24,2,227.22,13,6,80,0
2023,11031,SAVEA,6,1998-04-17,1998-04-24,2,227.22,24,4.5,21,0
2024,11031,SAVEA,6,1998-04-17,1998-04-24,2,227.22,64,33.25,20,0
2025,11031,SAVEA,6,1998-04-17,1998-04-24,2,227.22,71,21.5,16,0
2026,11032,WHITC,2,1998-04-17,1998-04-23,3,606.19,36,19,35,0
2027,11032,WHITC,2,1998-04-17,1998-04-23,3,606.19,38,263.5,25,0
2028,11032,WHITC,2,1998-04-17,1998-04-23,3,606.19,59,55,30,0
2029,11033,RICSU,7,1998-04-17,1998-04-23,3,84.74,53,32.8,70,0.1
2030,11033,RICSU,7,1998-04-17,1998-04-23,3,84.74,69,36,36,0.1
2031,11034,OLDWO,8,1998-04-20,1998-04-27,1,40.32,21,10,15,0.1
2032,11034,OLDWO,8,1998-04-20,1998-04-27,1,40.32,44,19.45,12,0
2033,11034,OLDWO,8,1998-04-20,1998-04-27,1,40.32,61,28.5,6,0
2034,11035,SUPRD,2,1998-04-20,1998-04-24,2,0.17,1,18,10,0
2035,11035,SUPRD,2,1998-04-20,1998-04-24,2,0.17,35,18,60,0
2036,11035,SUPRD,2,1998-04-20,1998-04-24,2,0.17,42,14,30,0
2037,11035,SUPRD,2,1998-04-20,1998-04-24,2,0.17,54,7.45,10,0
2038,11036,DRACD,8,1998-04-20,1998-04-22,3,149.47,13,6,7,0
2039,11036,DRACD,8,1998-04-20,1998-04-22,3,149.47,59,55,30,0
2040,11037,GODOS,7,1998-04-21,1998-04-27,1,3.2,70,15,4,0
2041,11038,SUPRD,1,1998-04-21,1998-04-30,2,29.59,40,18.4,5,0.2
2042,11038,SUPRD,1,1998-04-21,1998-04-30,2,29.59,52,7,2,0
2043,11038,SUPRD,1,1998-04-21,1998-04-30,2,29.59,71,21.5,30,0
2044,11039,LINOD,1,1998-04-21,,2,65,28,45.6,20,0
2045,11039,LINOD,1,1998-04-21,,2,65,35,18,24,0
2046,11039,LINOD,1,1998-04-21,,2,65,49,20,60,0
2047,11039,LINOD,1,1998-04-21,,2,65,57,19.5,28,0
2048,11040,GREAL,4,1998-04-22,,3,18.84,21,10,20,0
2049,11041,CHOPS,3,1998-04-22,1998-04-28,2,48.22,2,19,30,0.2
2050,11041,CHOPS,3,1998-04-22,1998-04-28,2,48.22,63,43.9,30,0
2051,11042,COMMI,2,1998-04-22,1998-05-01,1,29.99,44,19.45,15,0
2052,11042,COMMI,2,1998-04-22,1998-05-01,1,29.99,61,28.5,4,0
2053,11043,SPECD,5,1998-04-22,1998-04-29,2,8.8,11,21,10,0
2054,11044,WOLZA,4,1998-04-23,1998-05-01,1,8.72,62,49.3,12,0
2055,11045,BOTTM,6,1998-04-23,,2,70.58,33,2.5,15,0
2056,11045,BOTTM,6,1998-04-23,,2,70.58,51,53,24,0
2057,11046,WANDK,8,1998-04-23,1998-04-24,2,71.64,12,38,20,0.05
2058,11046,WANDK,8,1998-04-23,1998-04-24,2,71.64,32,32,15,0.05
2059,11046,WANDK,8,1998-04-23,1998-04-24,2,71.64,35,18,18,0.05
2060,11047,EASTC,7,1998-04-24,1998-05-01,3,46.62,1,18,25,0.25
2061,11047,EASTC,7,1998-04-24,1998-05-01,3,46.62,5,21.35,30,0.25
2062,11048,BOTTM,7,1998-04-24,1998-04-30,3,24.12,68,12.5,42,0
2063,11049,GOURL,3,1998-04-24,1998-05-04,1,8.34,2,19,10,0.2
2064,11049,GOURL,3,1998-04-24,1998-05-04,1,8.34,12,38,4,0.2
2065,11050,FOLKO,8,1998-04-27,1998-05-05,2,59.41,76,18,50,0.1
2066,11051,LAMAI,7,1998-04-27,,3,2.79,24,4.5,10,0.2
2067,11052,HANAR,3,1998-04-27,1998-05-01,1,67.26,43,46,30,0.2
2068,11052,HANAR,3,1998-04-27,1998-05-01,1,67.26,61,28.5,10,0.2
2069,11053,PICCO,2,1998-04-27,1998-04-29,2,53.05,18,62.5,35,0.2
2070,11053,PICCO,2,1998-04-27,1998-04-29,2,53.05,32,32,20,0
2071,11053,PICCO,2,1998-04-27,1998-04-29,2,53.05,64,33.25,25,0.2
2072,11054,CACTU,8,1998-04-28,,1,0.33,33,2.5,10,0
2073,11054,CACTU,8,1998-04-28,,1,0.33,67,14,20,0
2074,11055,HILAA,7,1998-04-28,1998-05-05,2,120.92,24,4.5,15,0
2075,11055,HILAA,7,1998-04-28,1998-05-05,2,120.92,25,14,15,0
2076,11055,HILAA,7,1998-04-28,1998-05-05,2,120.92,51,53,20,0
2077,11055,HILAA,7,1998-04-28,1998-05-05,2,120.92,57,19.5,20,0
2078,11056,EASTC,8,1998-04-28,1998-05-01,2,278.96,7,30,40,0
2079,11056,EASTC,8,1998-04-28,1998-05-01,2,278.96,55,24,35,0
2080,11056,EASTC,8,1998-04-28,1998-05-01,2,278.96,60,34,50,0
2081,11057,NORTS,3,1998-04-29,1998-05-01,3,4.13,70,15,3,0
2082,11058,BLAUS,9,1998-04-29,,3,31.14,21,10,3,0
2083,11058,BLAUS,9,1998-04-29,,3,31.14,60,34,21,0
2084,11058,BLAUS,9,1998-04-29,,3,31.14,61,28.5,4,0
2085,11059,RICAR,2,1998-04-29,,2,85.8,13,6,30,0
2086,11059,RICAR,2,1998-04-29,,2,85.8,17,39,12,0
2087,11059,RICAR,2,1998-04-29,,2,85.8,60,34,35,0
2088,11060,FRANS,2,1998-04-30,1998-05-04,2,10.98,60,34,4,0
2089,11060,FRANS,2,1998-04-30,1998-05-04,2,10.98,77,13,10,0
2090,11061,GREAL,4,1998-04-30,,3,14.01,60,34,15,0
2091,11062,REGGC,4,1998-04-30,,2,29.93,53,32.8,10,0.2
2092,11062,REGGC,4,1998-04-30,,2,29.93,70,15,12,0.2
2093,11063,HUNGO,3,1998-04-30,1998-05-06,2,81.73,34,14,30,0
2094,11063,HUNGO,3,1998-04-30,1998-05-06,2,81.73,40,18.4,40,0.1
2095,11063,HUNGO,3,1998-04-30,1998-05-06,2,81.73,41,9.65,30,0.1
2096,11064,SAVEA,1,1998-05-01,1998-05-04,1,30.09,17,39,77,0.1
2097,11064,SAVEA,1,1998-05-01,1998-05-04,1,30.09,41,9.65,12,0
2098,11064,SAVEA,1,1998-05-01,1998-05-04,1,30.09,53,32.8,25,0.1
2099,11064,SAVEA,1,1998-05-01,1998-05-04,1,30.09,55,24,4,0.1
2100,11064,SAVEA,1,1998-05-01,1998-05-04,1,30.09,68,12.5,55,0
2101,11065,LILAS,8,1998-05-01,,1,12.91,30,25.89,4,0.25
2102,11065,LILAS,8,1998-05-01,,1,12.91,54,7.45,20,0.25
2103,11066,WHITC,7,1998-05-01,1998-05-04,2,44.72,16,17.45,3,0
2104,11066,WHITC,7,1998-05-01,1998-05-04,2,44.72,19,9.2,42,0
2105,11066,WHITC,7,1998-05-01,1998-05-04,2,44.72,34,14,35,0
2106,11067,DRACD,1,1998-05-04,1998-05-06,2,7.98,41,9.65,9,0
2107,11068,QUEEN,8,1998-05-04,,2,81.75,28,45.6,8,0.15
2108,11068,QUEEN,8,1998-05-04,,2,81.75,43,46,36,0.15
2109,11068,QUEEN,8,1998-05-04,,2,81.75,77,13,28,0.15
2110,11069,TORTU,1,1998-05-04,1998-05-06,2,15.67,39,18,20,0
2111,11070,LEHMS,2,1998-05-05,,1,136,1,18,40,0.15
2112,11070,LEHMS,2,1998-05-05,,1,136,2,19,20,0.15
2113,11070,LEHMS,2,1998-05-05,,1,136,16,17.45,30,0.15
2114,11070,LEHMS,2,1998-05-05,,1,136,31,12.5,20,0
2115,11071,LILAS,1,1998-05-05,,1,0.93,7,30,15,0.05
2116,11071,LILAS,1,1998-05-05,,1,0.93,13,6,10,0.05
2117,11072,ERNSH,4,1998-05-05,,2,258.64,2,19,8,0
2118,11072,ERNSH,4,1998-05-05,,2,258.64,41,9.65,40,0
2119,11072,ERNSH,4,1998-05-05,,2,258.64,50,16.25,22,0
2120,11072,ERNSH,4,1998-05-05,,2,258.64,64,33.25,130,0
2121,11073,PERIC,2,1998-05-05,,2,24.95,11,21,10,0
2122,11073,PERIC,2,1998-05-05,,2,24.95,24,4.5,20,0
2123,11074,SIMOB,7,1998-05-06,,2,18.44,16,17.45,14,0.05
2124,11075,RICSU,8,1998-05-06,,2,6.19,2,19,10,0.15
2125,11075,RICSU,8,1998-05-06,,2,6.19,46,12,30,0.15
2126,11075,RICSU,8,1998-05-06,,2,6.19,76,18,2,0.15
2127,11076,BONAP,4,1998-05-06,,2,38.28,6,25,20,0.25
2128,11076,BONAP,4,1998-05-06,,2,38.28,14,23.25,20,0.25
2129,11076,BONAP,4,1998-05-06,,2,38.28,19,9.2,10,0.25
2130,11077,RATTC,1,1998-05-06,,2,8.53,2,19,24,0.2
2131,11077,RATTC,1,1998-05-06,,2,8.53,3,10,4,0
2132,11077,RATTC,1,1998-05-06,,2,8.53,4,22,1,0
2133,11077,RATTC,1,1998-05-06,,2,8.53,6,25,1,0.02
2134,11077,RATTC,1,1998-05-06,,2,8.53,7,30,1,0.05
2135,11077,RATTC,1,1998-05-06,,2,8.53,8,40,2,0.1
2136,11077,RATTC,1,1998-05-06,,2,8.53,10,31,1,0
2137,11077,RATTC,1,1998-05-06,,2,8.53,12,38,2,0.05
2138,11077,RATTC,1,1998-05-06,,2,8.53,13,6,4,0
2139,11077,RATTC,1,1998-05-06,,2,8.53,14,23.25,1,0.03
2140,11077,RATTC,1,1998-05-06,,2,8.53,16,17.45,2,0.03
2141,11077,RATTC,1,1998-05-06,,2,8.53,20,81,1,0.04
2142,11077,RATTC,1,1998-05-06,,2,8.53,23,9,2,0
2143,11077,RATTC,1,1998-05-06,,2,8.53,32,32,1,0
2144,11077,RATTC,1,1998-05-06,,2,8.53,39,18,2,0.05
2145,11077,RATTC,1,1998-05-06,,2,8.53,41,9.65,3,0
2146,11077,RATTC,1,1998-05-06,,2,8.53,46,12,3,0.02
2147,11077,RATTC,1,1998-05-06,,2,8.53,52,7,2,0
2148,11077,RATTC,1,1998-05-06,,2,8.53,55,24,2,0
2149,11077,RATTC,1,1998-05-06,,2,8.53,60,34,2,0.06
2150,11077,RATTC,1,1998-05-06,,2,8.53,64,33.25,2,0.03
2151,11077,RATTC,1,1998-05-06,,2,8.53,66,17,1,0
2152,11077,RATTC,1,1998-05-06,,2,8.53,73,15,2,0.01
2153,11077,RATTC,1,1998-05-06,,2,8.53,75,7.75,4,0
2154,11077,RATTC,1,1998-05-06,,2,8.53,77,13,2,0
